critic_name,album_name,album_rating,album_description
Paste Magazine,Visions of a Life,81,There's no denying Visions Of A Life top marks for a sterling sophomore effort.
Paste Magazine,Lotta Sea Lice,85,"By eschewing ambition in favor of intimacy, the album is both comfortable and comforting. While Barnett and Vile don't travel far from their established sounds in their collaboration, the sum of their contributions yields fresh results."
Paste Magazine,Relatives in Descent,89,"While his band has grown into a post-punk monster, Casey, too, has moved beyond his personal frets and frustrations and developed into a lyricist capable of clear and compelling commentary. He's a voice worth listening to. It took a while, but thank goodness he found his way to the front of a band."
Paste Magazine,Cry Cry Cry,85,"That seven-year break might have been just what Wolf Parade needed to regroup and come back even stronger than before, and Cry Cry Cry shows that guitar rock is far from dead."
Paste Magazine,Brand New Abyss,66,"Even the more listenable songs on Brand New Abyss, such as 'So There' and 'The Woman You Want,' sound more like a successful regurgitation of past sounds and ideas than anything new. And while that's not a bad thing, it's not enough of a reason to spend time listening to the new album."
Paste Magazine,As You Were,67,"The biggest and most welcome surprise is that As You Were is not only a cohesive, fluid record, but shows that at age 45, 'our kid' isn't ready to go away just yet."
Paste Magazine,Fatherland,56,"It's just a shame that what lies behind dozens of layers of metaphorical shrouds, isn't a bit more poetic and interesting."
Paste Magazine,Rule 62,83,"What's particularly striking here is how Rose matches credence with confidence. Her voice, a gentle and unassuming croon, gives her material a quiet caress, making them effortlessly engaging each time out."
Paste Magazine,Three Futures,80,"She's still a sprinter on Three Futures. But she looks back at what's been lost with accrued wisdom and a literary eye for sensual detail, resulting in one of the year's most thoughtful left turns."
Paste Magazine,Sorry Is Gone,87,"The band emphasizes Mayfield's heroic message, fueling their instruments with triumphant riffs and raw, stopping-for-no-one licks."
Paste Magazine,Sky Trails,65,"Caught between preserving his sound and experimenting with new ones, David Crosby lacks a firm musical identity on this new album. Hopefully, he finds a way to incorporate modern elements into his songs more effectively."
Paste Magazine,Harmony of Difference [EP],84,"On Harmony of Difference, Washington's work remains as substantial and compelling as ever, and with any luck this EP is setting the scene for another, longer release from him soon."
Paste Magazine,Hallelujah Anyhow,86,"On Hallelujah Anyhow, he sounds more comfortable than ever before, and that's saying something. Taylor's songs are warm and well-worn. His band moves as a single organism. ... Musically, Hallelujah Anyhow is a beautiful patchwork of styles."
Paste Magazine,Multi-Task,76,"Multi-task hits its high marks when the band is doing as much as it can, or, if you will, multi-tasking."
Expert Witness (MSN Music),Sorry To Bother You,91,"Boots Riley has at his disposal a rich, seldom-tapped seam of scathing rhetoric and concrete metaphor and fleshes out leftist analysis with humanist muscle and poetic integument."
Paste Magazine,Everybody Knows,58,"Unfortunately, Everybody Knows is the sound of two classic artists playing the 18th hole of their intertwined and decorated careers."
Paste Magazine,Wonderful Wonderful,73,"The beauty of The Killers is that you can start at any point. Each album is as good as the last and those that came after it. To that end, Wonderful Wonderful works as a perfect introduction or a delightful continuation."
Paste Magazine,A Sentimental Education,68,The performances here stick too closely to the source material to offer anything truly exciting or gripping.
Paste Magazine,Concrete and Gold,73,Grohl and company could have continued to make mundane arena rock. That they've managed to hunker down and create a collection that proves that they aren't ready crawl fade away just yet.
Expert Witness (MSN Music),The  Heist,83,"I find only the alcoholic's confession ""Neon Cathedral"" too much, and that one's counteracted by the relapser's confession ""Starting Over,"" just as ""Sayin' `That's poetry, it's so well-spoken,' stop it"" counteracts his art talk. He's especially good on old cars and old clothes."
Expert Witness (MSN Music),12 Bit Blues,91,"After more time than anyone from either camp will be inclined to give it, the album takes on a compelling, sui generis sonic identity, at least for someone from the blues side."
Expert Witness (MSN Music),Coexist,91,They add up to a song cycle with a happy ending--the joy of which may grow in wisdom or crumble back toward nothingness tomorrow.
Expert Witness (MSN Music),Cruel Summer,83,"The surprise is that the attention requires so little effort, because there's always a musical touch to keep you alert."
Expert Witness (MSN Music),Living for a Song: A Tribute to Hank Cochran,91,"Vocally, duet partners from 41-year-old Alison Krauss to 86-year-old Ray Price outdo themselves keeping the young powerhouse in check&#8209;-only on the ill-advised showcase does Johnson get to show off."
Expert Witness (MSN Music),Twenty-Five for the Rest of Our Lives,83,"More than half the songs sound effectively the same. Rocking, absolutely. Tighter, too. Tuneful, in their way."
Paste Magazine,Strange Peace,78,It's refreshing to know there are bands like METZ putting out such quality rage like the 11 songs on this most exceptionally enthralling hello for today's youth to thrash along to with the same sense of reckless abandon their parents were able to extol as members of the Sub Pop Singles Club.
Paste Magazine,Plum,91,"Wand's many talents are given full plumage on Plum. It will be interesting to see in what directions the band surveys in future albums. For now, this is about as interesting a new rock record you could hope to listen to."
Paste Magazine,The Laughing Apple,76,"Yusuf's vocals are a bit more gruff than in days gone by, but his whimsical tone maintains the fanciful and philosophical lilt once so essential to that early, engaging style."
Paste Magazine,Saturn Over Sunset,69,"After traveling through 13 tracks, unaware of how much time has passed or all the strange places in your mind you've traveled to, arriving at 'Their Eyes' does have a very similar feeling to stepping out into the sunlight after the dark cocoon of the movie theatre--a little unsure of what you've just seen."
Expert Witness (MSN Music),Sing the Delta,91,"DeMent craves stuff she can ""see and touch,"" but her songwriting makes do just fine with feeling."
Expert Witness (MSN Music),Glad Rag Doll,83,"[Glad Rag Doll] brings out the warmth in a voice that's been chilly, verging on aloof, at times. She calls this her ""song and dance record""; I'd call it her nimble, witty, change-of-pace record."
Expert Witness (MSN Music),Night & Day,91,"These 13-songs-in-35-minut&#8203;es, cut half in 2008 when he was drunk and half in 2010 when he was sober, are shockingly strong for the first eight or nine, which unfortunately include all the drunk ones."
Expert Witness (MSN Music),The  Truth About Love,100,"Until the last two songs, whose overwrought drama I don't have to like just because I trust its verisimilitude, they hit every time."
Paste Magazine,New Magic,84,"Rootsier than his self-titled debut and all the stronger for it, Livingston's latest dials back the busy modern rock production and psych-blues noise to reveal songwriting that is more classic yet less predictable, and enchanting in its spare intimacy."
Paste Magazine,Mareridt,83,"If Myrkur is a black metal artist, 'Crown' is the sound of her pushing and pulling hard on the genre's boundaries. The strongest stretch of Mareridt, however, is three songs on its back end. First up is 'Funeral,' a swirl of blackened sludge that moves at the pace of, well, a funeral procession."
